participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,best_parameters,inner_best_balanced_accuracy,selected_feature_names
P30,valence,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.48112745098039217,"[""eeg_sd__C4"", ""eeg_bp_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8""]"
P30,valence,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5208741830065359,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,all_channels,8,secondary,64,1,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.4797385620915033,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Oz""]"
P30,valence,svm,paper_compact,all_channels,8,secondary,64,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.44901960784313727,"[""eeg_sd__Fz"", ""eeg_hm__PO7"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO7"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,svm,paper_compact,all_channels,8,secondary,64,3,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.49673202614379086,"[""eeg_sd__C4"", ""eeg_bp_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8""]"
P30,valence,svm,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5117647058823529,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5104166666666666,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4680964052287582,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Oz""]"
P30,valence,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,"{""classifier__var_smoothing"": 1e-11}",0.39571078431372547,"[""eeg_sd__Fz"", ""eeg_hm__PO7"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO7"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4075163398692811,"[""eeg_sd__C4"", ""eeg_bp_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8""]"
P30,valence,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5111519607843137,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__PO7"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.47843137254901963,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Oz""]"
P30,valence,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.42888071895424834,"[""eeg_sd__Fz"", ""eeg_hm__PO7"", ""eeg_hc__PO7"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO7"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.4492647058823529,"[""eeg_sd__C4"", ""eeg_hm__PO7"", ""eeg_hc__Pz"", ""eeg_bp_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8""]"
P30,valence,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5319852941176471,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__PO7"", ""eeg_hc__C3"", ""eeg_hc__PO7"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.4895833333333333,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,all_channels,10,secondary,64,1,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.4856209150326798,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Oz""]"
P30,valence,svm,paper_compact,all_channels,10,secondary,64,2,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.46090686274509807,"[""eeg_sd__Fz"", ""eeg_hm__PO7"", ""eeg_hc__PO7"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO7"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,svm,paper_compact,all_channels,10,secondary,64,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.4856209150326798,"[""eeg_sd__C4"", ""eeg_hm__PO7"", ""eeg_hc__Pz"", ""eeg_bp_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8""]"
P30,valence,svm,paper_compact,all_channels,10,secondary,64,4,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5639297385620915,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__PO7"", ""eeg_hc__C3"", ""eeg_hc__PO7"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,all_channels,10,secondary,64,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4647875816993465,"[""eeg_sd__C4"", ""eeg_sd__Oz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Oz""]"
P30,valence,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4373774509803921,"[""eeg_sd__Fz"", ""eeg_hm__PO7"", ""eeg_hc__PO7"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO7"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.42896241830065357,"[""eeg_sd__C4"", ""eeg_hm__PO7"", ""eeg_hc__Pz"", ""eeg_bp_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8""]"
P30,valence,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5227941176470589,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__PO7"", ""eeg_hc__C3"", ""eeg_hc__PO7"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5208333333333334,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5417892156862746,"[""eeg_sd__C4"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5104575163398692,"[""eeg_sd__Fz"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.48112745098039217,"[""eeg_sd__C4"", ""eeg_hc__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P30,valence,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5189542483660131,"[""eeg_sd__C3"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5416666666666666,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5627042483660131,"[""eeg_sd__C4"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5611519607843137,"[""eeg_sd__Fz"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5026552287581699,"[""eeg_sd__C4"", ""eeg_hc__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P30,valence,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5117647058823529,"[""eeg_sd__C3"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5520833333333334,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__var_smoothing"": 1e-11}",0.47389705882352945,"[""eeg_sd__C4"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4465686274509804,"[""eeg_sd__Fz"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__var_smoothing"": 1e-11}",0.41854575163398694,"[""eeg_sd__C4"", ""eeg_hc__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P30,valence,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__var_smoothing"": 1e-11}",0.48182189542483655,"[""eeg_sd__C3"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5416666666666666,"[""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5105392156862746,"[""eeg_sd__C4"", ""eeg_sd__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.48692810457516345,"[""eeg_sd__Fz"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.4608251633986928,"[""eeg_sd__C4"", ""eeg_hc__C3"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P30,valence,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5286764705882353,"[""eeg_sd__C3"", ""eeg_sd__Cz"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.53125,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5593137254901961,"[""eeg_sd__C4"", ""eeg_sd__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.48884803921568626,"[""eeg_sd__Fz"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.4830065359477124,"[""eeg_sd__C4"", ""eeg_hc__C3"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P30,valence,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5215686274509804,"[""eeg_sd__C3"", ""eeg_sd__Cz"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5416666666666666,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.45245098039215687,"[""eeg_sd__C4"", ""eeg_sd__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.45759803921568626,"[""eeg_sd__Fz"", ""eeg_hm__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]"
P30,valence,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.40882352941176475,"[""eeg_sd__C4"", ""eeg_hc__C3"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]"
P30,valence,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.48962418300653593,"[""eeg_sd__C3"", ""eeg_sd__Cz"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__Cz""]"
P30,valence,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5729166666666666,"[""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_mf_hz__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz""]"
P30,arousal,logreg,all_eeg,all_channels,8,primary,120,1,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.4803751803751804,"[""eeg_bp_delta__Fz"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__PO8"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__Cz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C3""]"
P30,arousal,logreg,all_eeg,all_channels,8,primary,120,2,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.533946608946609,"[""eeg_se_delta__C4"", ""eeg_se_theta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__PO7"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO8"", ""eeg_se_gamma__Pz""]"
P30,arousal,logreg,all_eeg,all_channels,8,primary,120,3,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.4033910533910534,"[""eeg_se__Oz"", ""eeg_se__Pz"", ""eeg_mf_hz__Pz"", ""eeg_se_delta__C3"", ""eeg_se_delta__Cz"", ""eeg_se_theta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__PO7""]"
