participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,absolute_rank
P41,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5832356532356533,0.10526073884016991,"[0.4928571428571429, 0.75, 0.6192307692307693, 0.5461538461538462, 0.5079365079365079]",0.6057971014492753,49,68,117,2
P41,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5807081807081808,0.09382994193100597,"[0.4571428571428572, 0.5928571428571429, 0.7076923076923077, 0.5307692307692308, 0.6150793650793651]",0.5989130434782608,49,68,117,3
P41,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5816783216783217,0.0838470724387878,"[0.5979020979020979, 0.548951048951049, 0.45384615384615384, 0.6576923076923077, 0.65]",0.5898550724637681,52,65,117,1
P41,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.5604195804195804,0.06429831311619116,"[0.5279720279720279, 0.5279720279720279, 0.5538461538461539, 0.6730769230769231, 0.5192307692307692]",0.5644927536231884,52,65,117,2
P41,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5474825174825175,0.10481856181643867,"[0.5979020979020979, 0.45104895104895104, 0.6192307692307693, 0.65, 0.4192307692307692]",0.5644927536231884,52,65,117,3
P42,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5642857142857143,0.09609731462195509,"[0.6214285714285714, 0.5, 0.6857142857142857, 0.5714285714285714, 0.44285714285714284]",0.5583333333333333,50,70,120,1
P42,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5371428571428571,0.06950994643258779,"[0.5785714285714285, 0.5142857142857142, 0.6071428571428572, 0.5571428571428572, 0.4285714285714286]",0.55,50,70,120,2
P42,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5371428571428571,0.0919460800287487,"[0.5857142857142856, 0.5142857142857142, 0.6357142857142857, 0.5571428571428572, 0.39285714285714285]",0.5333333333333334,50,70,120,3
P42,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5746953046953047,0.13713513355171478,"[0.6214285714285714, 0.4642857142857143, 0.55, 0.7867132867132867, 0.45104895104895104]",0.575,52,68,120,1
P42,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5522177822177822,0.06912810449912453,"[0.6357142857142857, 0.5285714285714286, 0.6142857142857143, 0.47902097902097907, 0.5034965034965035]",0.5333333333333334,52,68,120,2
P42,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5459340659340659,0.06190708314583887,"[0.6071428571428572, 0.4928571428571429, 0.5142857142857142, 0.6188811188811189, 0.49650349650349646]",0.5583333333333333,52,68,120,3
P43,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5688888888888888,0.10153675577838055,"[0.45, 0.6642857142857144, 0.6857142857142857, 0.5222222222222221, 0.5222222222222221]",0.5833333333333333,48,72,120,1
P43,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5655555555555555,0.056280978144323666,"[0.5785714285714285, 0.6571428571428571, 0.5142857142857142, 0.5444444444444445, 0.5333333333333333]",0.5666666666666667,48,72,120,2
P43,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5415873015873015,0.05935319463413826,"[0.5428571428571428, 0.6428571428571428, 0.5, 0.5, 0.5222222222222221]",0.5666666666666667,48,72,120,3
P43,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5515277777777777,0.10412777051580709,"[0.7, 0.5444444444444445, 0.5444444444444445, 0.5625, 0.40625]",0.55,43,77,120,1
P43,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5372222222222222,0.1154101064454629,"[0.5888888888888888, 0.6444444444444444, 0.5777777777777777, 0.53125, 0.34375]",0.5583333333333333,43,77,120,2
P43,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.5341666666666667,0.10472811654499345,"[0.6222222222222222, 0.4444444444444444, 0.6666666666666666, 0.4375, 0.5]",0.525,43,77,120,3
P44,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.6272627372627373,0.07029181091491328,"[0.6643356643356644, 0.5714285714285714, 0.6142857142857143, 0.7285714285714285, 0.5576923076923077]",0.6297101449275362,68,51,119,1
P44,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.6104495504495504,0.05706295761311151,"[0.6258741258741258, 0.6, 0.6357142857142857, 0.6714285714285715, 0.5192307692307692]",0.6043478260869566,68,51,119,2
P44,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.6055644355644356,0.05461473910744902,"[0.6888111888111889, 0.6071428571428572, 0.6, 0.5357142857142857, 0.5961538461538461]",0.6134057971014493,68,51,119,3
P44,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5185924369747898,0.04811853145091093,"[0.5, 0.46638655462184875, 0.5210084033613445, 0.5966386554621849, 0.5089285714285714]",0.613768115942029,35,84,119,1
P44,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5168067226890757,0.08355958740063588,"[0.6092436974789917, 0.5, 0.39495798319327735, 0.5798319327731092, 0.5]",0.622463768115942,35,84,119,2
P44,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5069327731092437,0.04172429693856208,"[0.5546218487394958, 0.4411764705882353, 0.5210084033613445, 0.5, 0.5178571428571428]",0.6217391304347826,35,84,119,3
P45,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5583616383616384,0.08829230935187242,"[0.548951048951049, 0.45, 0.5142857142857143, 0.5928571428571429, 0.6857142857142857]",0.575,69,51,120,1
P45,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5326173826173826,0.0652781797942065,"[0.5559440559440559, 0.6357142857142857, 0.5, 0.5, 0.4714285714285714]",0.5666666666666667,69,51,120,2
P45,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5311888111888112,0.04897080326801877,"[0.5559440559440559, 0.5571428571428572, 0.5071428571428571, 0.5785714285714285, 0.4571428571428572]",0.5583333333333333,69,51,120,3
P45,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5845833333333333,0.11799876084827499,"[0.6444444444444444, 0.6222222222222222, 0.625, 0.65625, 0.375]",0.6333333333333333,42,78,120,1
P45,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5755555555555556,0.13269105286061778,"[0.7222222222222222, 0.6555555555555556, 0.59375, 0.53125, 0.375]",0.6333333333333333,42,78,120,2
P45,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5488888888888889,0.11325471299434783,"[0.5333333333333333, 0.7111111111111111, 0.5, 0.59375, 0.40625]",0.6,42,78,120,3
P46,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5866946778711485,0.06743519316069652,"[0.5546218487394958, 0.6134453781512605, 0.5546218487394958, 0.5196078431372549, 0.6911764705882353]",0.6949275362318841,33,85,118,1
P46,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5607843137254902,0.04443993260686683,"[0.6260504201680672, 0.5840336134453781, 0.5252100840336134, 0.5196078431372549, 0.5490196078431372]",0.6605072463768116,33,85,118,2
P46,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5512605042016807,0.08482557486548793,"[0.5546218487394958, 0.5714285714285714, 0.4243697478991597, 0.6617647058823529, 0.5441176470588236]",0.652536231884058,33,85,118,3
P46,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.6252747252747253,0.08586648223494675,"[0.5714285714285714, 0.7214285714285715, 0.5142857142857142, 0.6961538461538461, 0.6230769230769231]",0.6278985507246377,50,68,118,1
P46,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.6013186813186813,0.04811160444538199,"[0.6428571428571428, 0.6, 0.5214285714285715, 0.6076923076923078, 0.6346153846153846]",0.6105072463768116,50,68,118,2
P46,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5907692307692308,0.06494612408707003,"[0.6285714285714286, 0.6357142857142857, 0.4857142857142857, 0.5692307692307692, 0.6346153846153846]",0.6018115942028985,50,68,118,3
